company,city,website,founder_name,founder_contact_masked,source,source_page,also_seen_in,confidence
healthcare projects consulting & management Stein,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
HEALTHGROWER SCR SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Healthtechpark Zurich - Schlieren,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
HEC Lausanne,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
HEIA Fribourg,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Helbling Technik AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Helbling Technik Bern AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Helbling Technik Wil AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Helix Life Sciences SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Helmholtz-Zentrum Hereon,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Helvetikett AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Hemex AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
hemotune AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Hightech Zentrum Aargau AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
HKT Design GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
HLTHY Group AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Human Engineering Lab - HEPIA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
icotec,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ICS Medical Devices,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ICU tech GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
iCure,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Iftest AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
IMT Information Management Technology AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Inacta Group AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Independent Professional,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
inkcleaner,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
inmedis AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Integra Sitek AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
inteQRA GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
International Center for Multimorbidity and Complexity in Medicine,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Invest Neuchâtel,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ipp Dr. Klügl,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
IQVIA AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
IQVIA Commercial GmbH & Co OHG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ISO,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ISOFT (AdvanThink),,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ISP HEALTHCARE GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ITK Engineering GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Josef Binkert AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
kerAccurate,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
KIPA AB,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
konplan,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
konplan Group AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
konplan Schweiz,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Konplan Schweiz AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
KUMAVISION AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Kuraray Europe GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
LAQA CARE AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Latscha Schöllhorn Partner AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Laubscher Präzision AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Leitner AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
LEM Surgical AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
lentiltec gmbh,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Let's Innovate,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Leu Consulting,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Lf mate,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Lifestage Solutions AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
LIFMET,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
LogMan AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Lohmann & Rauscher AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
LUCENDRA SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Lucie - Trusted Trials,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Luminati,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Lymphatica Medtech SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
machineMD,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MAIT Swiss GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Manuplast,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MatterDecoder SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
maxon,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medartis AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medddbase,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medgate AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medicalboard,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MedicalMountains GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medipack AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medistri,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Meditrial Europe Ltd.,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
medmix Group AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
medmix Switzerland AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Medows,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MedTech Europe,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MedTechXperts GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Metecon GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Metoxit AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Microdul AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
"Mikron Switzerland AG, Agno Division Tool",,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Milani Design & Consulting AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
mindsys GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MiniMed NPB Germany GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
mollet Präzisionsmechanik AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Moser-Baer AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MOTOREX AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Moving Spine AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MPS Micro Precision Systems AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
MTBC International,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
mylife Diabetes Care AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Mythentec AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Nagi Bioscience,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Nakamo AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Nanoflexrobotics AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Naviswiss AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
NETZSCH-Gerätebau GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Nexamedic SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Nicole Frank Kommunikation,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
NIUTEC AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Nordic Usability GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
NSF Prosystem GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
NSK Schweiz AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
NZZ Connect,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
OCEI,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Oculox Technologies SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Odne AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Oertli Instrumente AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Oncomedical,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
OnconiX AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
OncopAI,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
OPIS s.r.l.,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
OptimalPSI AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Optiprint AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Orthopartner AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
OrthoSave GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Oviva AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Pavese AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Perdigó Medical,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Pharmalex GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
PLASTIFIL SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
PMS System,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Polaroid Therapeutics AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
POLYDEC SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
PolyPilot,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Positrigo,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Presspart AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Primaform AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Procap,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
ProNaya Healthcare Solutions,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Prostep AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Pulnovo Medical,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
QARAlink SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Qity,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
QNX Software Systems GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Qserve Group Deutschland GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
QUNIQUE AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
RegAffinity GmbH,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Regenera SA,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
"Regulatory and Clinical Affairs, Medical Devices",,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
Reinraum Tech AG,,,,,Swiss Medtech Day 2026,https://www.swiss-medtech.ch/sites/default/files/2026-06/SMD26_Companies_260610.pdf,,"likely startup, unverified — Swiss Medtech Day only"
